Folder,Subfolder,Filename,EntryIndex,Raw Transcription
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4086.HEIC,2,"Q9: I retired after 33 years as a psychologist, Sad to say goodbye to an amazing life gig but ready to see what's next. Bm is: See, she is not. I'm is my Daunch to how and what I next | Q10: The playa in general, experience !!"
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4107.HEIC,1,No entries found
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4087.HEIC,1,"Q1: 1-68 | Q2: M | Q3: Santa Cruz, CA | Q4: 3 | Q5: Noise-camp INVASION, Moving Into our Bouneries | Q6: The People-So inclusive, Kind generous. happy | Q7: Happiness and Awe-love | Q8: Costumes | Q9: Nothing | Q10: Se Hing & lange installations"
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4096.HEIC,1,"Q1: 63 | Q2: Woman | Q3: Lincoln, U.K. | Q4: 1 | Q5: N/A | Q6: N/A | Q7: MostAll emotions - Sadness, fear, love, joy, laughter, annoyance, disappoint, hurt, rejection, inclusion, community connectedness | Q8: People's passport photos-some visitors showed me their BRC passport Pichues. | Q9: Talking with camp mates about so many things | Q10: The mountains round and round."
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4101.HEIC,1,"Q1: 22 | Q2: Female | Q3: Oakland, CA, USA | Q4: First time! | Q5: My parents are uptight. | Q6: My boyfriend loves it here. It's his second time. The corporate world/capitalism weighs us down & things like Burning Man build you back up. | Q7: Grief, happiness, Consen | Q8: My amazing boyfriend | Q9: Anxiety | Q10: playa art & cool designs"
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4106.HEIC,1,"Q1: 39 | Q2: Non-Binary | Q3: Las Vegas, NV | Q4: 11 (eleven) | Q5: The people always save what the BORG fails to provide. But what ruins BM is rising ticket prices and a lack of community awareness. | Q6: The people who build and create this experience, the TCO, the artist fighting for the grant, the veteran burners looking out for virgin burners. | Q7: All emotions. It rains, it shines, lines are long, bathrooms smell, coffee is plentiful, life is short. Life is beautiful. | Q8: My partner, she's hilarious and a space of tremendous joy for me and others. | Q9: My friend has stage 3 breast cancer, so many notes in the temple about cancer. A possibility I can't make space"
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4097.HEIC,1,Q1: 39 | Q2: Male | Q3: Bend OR | Q4: THREE | Q5: Expectators/knowledge off prior to | Q6: Getting folks out of confront Athaly Zore. Interesting community literature | Q7: All of them! | Q8: The roads | Q9: My partners sadness | Q10: The Weather
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4097.HEIC,2,Q1: 46 | Q2: [Blank] | Q3: [Blank] | Q4: [Blank] | Q5: [Blank] | Q6: [Blank] | Q7: [Blank] | Q8: [Blank] | Q9: [Blank] | Q10: [Blank]
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4111.HEIC,1,"Q1: 1, 24 | Q2: F | Q3: Oakland, CA | Q4: 4 | Q5: FOMO, camp drama, limited modlity | Q6: Feeling connected to lafor others; Sychroniuty, manifesting, bery u ppl ce for who are cac for you You love | Q7: Joy, gratitude, annoyance, fustration, grief, eagerness, emitement, nerasnes, alokuara / discomfort | Q8: Nf sure ile realny laughed yet today | Q9: Hearing / withall 3 pmeore disus, ther childhood thera | Q10: siery camps; wandling asos the offeny"
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4098.HEIC,1,Q1: 46 | Q2: M | Q3: Mexico | Q4: [Blank] | Q5: shitty attitudes & lack of resilience (and drunk people) | Q6: [Blank] | Q7: Contentedness | Q8: [Illegible] | Q9: [Illegible] | Q10: the playa not spectacle
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4108.HEIC,1,"Q1: 44 | Q2: Female | Q3: Los Angeles (Burbank) | Q4: 2 | Q5: Me being in my head /overthinking | Q6: Dropping into my heart. The cuty comy alive. Miciodose of MOMA. | Q7: All of them. Compnes, joy, mardes sadums, guiet, Londres, thepers. grondelns, ease | Q8: Not sure yet tokary but a fumy failed. group photo atteypt lat right. | Q9: Somuone telling me I'n beautifel | Q10: Th addere at cars. ad The golder dragon ones."
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4083.HEIC,1,No entries found
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4105.HEIC,1,"Q1: 40 | Q2: female | Q3: Las Vegas | Q4: 3 | Q5: the conditions/ the cliqueness of recent times | Q6: the neighbors | Q7: live, community, creativity | Q8: Where's Waldo nipple stamp | Q9: Will neighbor get trafficed from man she just met? | Q10: the porcupine Quill game"
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4104.HEIC,1,"Q1: 48 (Feel like 27) | Q2: Male | Q3: San Francisco | Q4: I wanted to be her for my 7x7=49 Birthday in September | Q5: Not sure yet | Q6: Connection, spiritually | Q7: Loneliness, missing my puppy Chiko who just passed | Q8: Argentineans, Venezuelans | Q9: The death of my pupie Chiko | Q10: Seeing the city at night"
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4094.HEIC,1,Q1: [Blank] | Q2: M | Q3: CONNECTICCO USA | Q4: 2 | Q5: Name of parent to know about | Q6: People don't know their lumits | Q7: Others who ave veterans who help you be open to experiences
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4094.HEIC,2,"Q1: [Blank] | Q2: [Blank] | Q3: [Blank] | Q4: [Blank] | Q5: [Blank] | Q6: [Blank] | Q7: Happiness, love, longius, and I miss the homm | Q8: My friends berus silly | Q9: My friends being kind. | Q10: The enormity of this place - how disparater but the summ call at one"
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4099.HEIC,1,"Q1: 35 | Q2: Mode | Q3: Denver | Q4: 4 | Q5: No Onient | Q6: Frank | Q7: Joy, het, Pleasuly | Q8: Date Gay | Q9: Mone Peelber | Q10: Caps"
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4092.HEIC,1,Q1: 39 | Q2: M | Q3: Oakland CA | Q4: 9 | Q5: Lack of adherence to principles | Q6: All of | Q7: Joy. grief lave | Q8: A ridiculous ant ca | Q9: The temple | Q10: The temph
2025 Field Notes Images,C1 - Emotions & Experiences,IMG_4084.HEIC,1,No entries found
