year,folder,subfolder,filename,entry_index,question_family,norm_age,age_band_nextgen,next_gen_flag,norm_gender,norm_region,norm_burn_count,tenure_band,answered_open_questions,response_len_words,response_text_combined
2024,2024 Field Notes Images,J1 - Survival,IMG_2554.HEIC,4,Survival,41,40+,0,M,Local/West,,Unknown,4,7,"bike body wipes 14-20 I forget things, they help"
2024,2024 Field Notes Images,J1 - Survival,IMG_2580.HEIC,1,Survival,40,40+,0,F,International,1,Virgin,4,37,"Water botthe Bungee cords 12 (but lam in a theme, camp that feed's me) Bringing things I forgot or things to Share, if somethi of mine broke and they have a spare. Also Sam sharing-ce building skills. And emotional support."
2024,2024 Field Notes Images,J1 - Survival,IMG_2580.HEIC,2,Survival,33,30-34,0,F,International,6,Veteran,4,23,"Fuck yea! Camp?? Sounder Camp mystic, conteras Tanden, vibe tribal bass Fuck yea! in mysar to 90'5/005 hits & bangers FANFUCKINTIASTIC nah, both feel great."
2024,2024 Field Notes Images,J1 - Survival,IMG_2559.HEIC,1,Survival,43,40+,0,O,US Other,8,Veteran,4,25,"Water Bottle A very very little spoon 2 days, I'm port of DPW so I don't bring food and water 100%, without the commissary and fluffers I'd die soon"
2024,2024 Field Notes Images,J1 - Survival,IMG_2559.HEIC,2,Survival,31,30-34,0,M,US Other,1,Virgin,4,7,Cup Looping Pedal Infinite Food & Water & friendship
2024,2024 Field Notes Images,J1 - Survival,IMG_2559.HEIC,3,Survival,36,35-39,0,M,Local/West,,Unknown,4,19,Pedicab Leaf blower powered whistle 12-20 depending on comfort level I lose a lot of shit and people find it for me
2024,2024 Field Notes Images,J1 - Survival,IMG_2555.HEIC,1,Survival,53,40+,0,F,Local/West,1,Virgin,4,42,My camper (trailer). Fanny Pack? Not unconventional just Something I don't use Otherwise 14 (which is how long I Planned to be here) My camp knew how to bing shade Structure and build it. They knew how to set up a pump out for my camper.
2024,2024 Field Notes Images,J1 - Survival,IMG_2555.HEIC,2,Survival,55,40+,0,M,US Other,10,Elder,4,11,Shelter from the heat An oven from a house (propore) 10 Mutual Aid
2024,2024 Field Notes Images,J1 - Survival,IMG_2555.HEIC,3,Survival,51,40+,0,F,US Other,5,Veteran,4,34,"Good Shoes A tent inside another tent, a sewing kit 9-10, or 2-3 more clays than I plan to be here. Share the labor load -set up, tear down, ice & water runs, working together means more time to plays"
2024,2024 Field Notes Images,J1 - Survival,IMG_2581.HEIC,1,Survival,31,30-34,0,O,US Other,4,Veteran,4,27,Yeo! All the places! Sometimes... not as much as I should though FUCKING AMAZING & One Love Dancing alone is fun but better w/ friends Angel Dust + FUKYH Feral Burn 2004
2024,2024 Field Notes Images,J1 - Survival,IMG_2550.HEIC,1,Survival,,Unknown,,U,Unknown,,Unknown,0,0,
2024,2024 Field Notes Images,J1 - Survival,IMG_2571.HEIC,1,Survival,30,30-34,0,M,US Other,,Unknown,4,15,WATER CUP RUBBER DUCKS KIT ~12 DAYS ADVICE AND COMFORT OF KNOWING SOMEONE HAS MY BACK.
2024,2024 Field Notes Images,J1 - Survival,IMG_2569.HEIC,1,Survival,68,40+,0,F,Local/West,13,Elder,4,11,1-2/wk - Little more Light cocktails - Pot Relaxing No NOT AT ALL
2024,2024 Field Notes Images,J1 - Survival,IMG_2569.HEIC,2,Survival,10,<25,1,F,Local/West,1,Virgin,4,5,No - under age - ? No NA
2024,2024 Field Notes Images,J1 - Survival,IMG_2564.HEIC,1,Survival,38,35-39,0,O,Local/West,2,Sophomore,4,42,"sun protection -I win easily Spray bottle with soapy water for washin wedding dishes, etc. + vaccum compression bags for my clothes 10-14 days rely on my community to help me pack-/ prefore, to provide comfort & company, to moment add spec lovelty to my experience."
2024,2024 Field Notes Images,J1 - Survival,IMG_2568.HEIC,1,Survival,68,40+,0,F,Local/West,4,Veteran,4,9,air conditioning an address book 10 days to feel included
2024,2024 Field Notes Images,J1 - Survival,IMG_2568.HEIC,2,Survival,57,40+,0,M,Local/West,1,Virgin,3,3,Cup 0 Camp group
2024,2024 Field Notes Images,J1 - Survival,IMG_2567.HEIC,1,Survival,33,30-34,0,F,US Other,2,Sophomore,4,13,"my hearing aids I wasn't prepare for show my mandala art... 2 Weeks, maybe.. Hugs"
2024,2024 Field Notes Images,J1 - Survival,IMG_2567.HEIC,2,Survival,50,40+,0,F,US Other,,Unknown,4,6,Sunscreen Dust Buster 2+ Weeks Food Share
2024,2024 Field Notes Images,J1 - Survival,IMG_2553.HEIC,1,Survival,39,35-39,0,NB,International,1,Virgin,4,5,"Hexayurt Clothes ~3 days Fuel, water"
2024,2024 Field Notes Images,J1 - Survival,IMG_2553.HEIC,2,Survival,54,40+,0,M,Local/West,1,Virgin,4,9,JET BOK GOGGELS 14 ADUKE ON WHAT TO BRIONG OUT.
2024,2024 Field Notes Images,J1 - Survival,IMG_2553.HEIC,3,Survival,35,35-39,0,M,US Other,3,Sophomore,4,20,"Brain, Water Wag Bag (in lase of emergency BM) 30+ Self reliant to survive, Many ways the community help's me thrive"
2024,2024 Field Notes Images,J1 - Survival,IMG_2557.HEIC,1,Survival,40,40+,0,F,US Other,1,Virgin,4,9,SUN HAT & THONG TENNIS BALLS A MONTH?... POTABLE WATER SERVICE
2024,2024 Field Notes Images,J1 - Survival,IMG_2570.HEIC,1,Survival,39,35-39,0,F,US Other,4,Veteran,4,32,"I am ""Florida"" sober- I do everything but drink I smoke a few cigarettes, I smoke a few a year Smoking is a social activity and fun! More people would access w/ a prescription. It doesn't really affect me, rarely use it."
2024,2024 Field Notes Images,J1 - Survival,IMG_2570.HEIC,2,Survival,55,40+,0,F,US Other,7,Veteran,4,6,Sfelling of water Skepanto Imo Anything
2024,2024 Field Notes Images,J1 - Survival,IMG_2570.HEIC,3,Survival,57,40+,0,F,Local/West,1,Virgin,4,33,"metal cup w screw top lid & ID copy taped duct tape (not unconventional per se) habe come in handy in many purpusny ways Up to 1 month Cameraderie, advice, sense of community within a larger commerdity"
2024,2024 Field Notes Images,J1 - Survival,IMG_2560.HEIC,1,Survival,38,35-39,0,M,US Other,3,Sophomore,3,8,no love to speak of not yet Drugs
2024,2024 Field Notes Images,J1 - Survival,IMG_2577.HEIC,1,Survival,39,35-39,0,F,US Other,1,Virgin,4,9,water a little cart that became my chariot 15 days ASK
2024,2024 Field Notes Images,J1 - Survival,IMG_2577.HEIC,2,Survival,34,30-34,0,M,US Other,1,Virgin,4,9,Water tea tree oil spray 9 days Helping and giving
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2470.HEIC,1,Symbolism,46,40+,0,M,US Other,,Unknown,0,0,
2024,2024 Field Notes Images,J1 - Survival,IMG_2576.HEIC,1,Survival,32,30-34,0,M,US Other,,Unknown,4,12,"headlamp Rain Jacket zero water, toilet paper/tollets, Shave, emotional Support, Fun"
2024,2024 Field Notes Images,J1 - Survival,IMG_2576.HEIC,2,Survival,22,<25,1,M,US Other,2,Sophomore,4,10,Pee Jug Tons of Hot Days 11 Fad and aia cuiculas
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2467.HEIC,1,Symbolism,44,40+,0,F,Local/West,5,Veteran,1,12,It's a reset for life. Reminder to be creative and ridiculous... and curious.
2024,2024 Field Notes Images,J1 - Survival,IMG_2561.HEIC,1,Survival,43,40+,0,O,Local/West,11,Elder,4,26,"yes, Mostly tust Currently a wife of lo yre Always bettor 2 my lover. Henging at with best friend for a mek is Fun communicate- do what you want. 1"
2024,2024 Field Notes Images,J1 - Survival,IMG_2561.HEIC,2,Survival,32,30-34,0,F,US Other,1,Virgin,4,10,Solar panels Spray bottle 2 weeks ask fer what you need ♡
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2466.HEIC,1,Symbolism,29,25-29,1,O,US Other,,Unknown,3,25,BM Ruines my life by distracting me from the world so I get lost In this creative Ene The Man keps my Sadness Nothing byt Heading
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2466.HEIC,2,Symbolism,44,40+,0,O,International,1,Virgin,2,25,"FREEDOM OF EXPESSION OF OURSELIES WHAT EVER SHAPE OR FORM. LOVE LAUGHTER & HAPPINESS ITS THE PLACE. UNESCE WE Release our EMOTIONS, TROUBLES, WORRIES CanaNTER & LOVE."
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2450.HEIC,1,Symbolism,36,35-39,0,M,International,3,Sophomore,3,29,Indeed its outer times indeSCRIABRE But in say it toeur you to put yoursel fistula evayen at the centとは to hele reflect Apo understand Yarrelf better Burdanjesi quer lasting
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2450.HEIC,2,Symbolism,38,35-39,0,F,US Other,1,Virgin,3,25,"Connection, amusement, love exhaustion, frustration, griefi loneliness awe, giggles Did I? auch Unexpected challenge conecting wi a best friend Looking back at the city from deep playa"
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2446.HEIC,1,Symbolism,56,40+,0,M,US Other,10,Elder,3,19,Absolutely! It helps me be a better person- giving is a veny beautiful hatit! I find it comforting. It is a community. Grief.
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2446.HEIC,2,Symbolism,18,<25,1,O,Local/West,1,Virgin,3,20,"absolutely, I feel very at home the stripping of the ego, and the rebirth of unconditionat love. release and moving forward"
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2446.HEIC,3,Symbolism,32,30-34,0,F,Local/West,2,Sophomore,1,1,"yes,"
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2459.HEIC,1,Symbolism,,Unknown,,O,Local/West,,Unknown,3,4,"Yes, strength connection Peace"
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2456.HEIC,1,Symbolism,,Unknown,,F,US Other,2,Sophomore,3,17,I tried to live a burn life even before there was a Burn. I have learned ways to improve. See 5 See 6
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2460.HEIC,1,Symbolism,37,35-39,0,M,US Other,1,Virgin,3,6,"yes, it givesme strength connection Peace"
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2457.HEIC,1,Symbolism,27,25-29,1,F,International,3,Sophomore,3,14,"Self discovery, community, participation, contribution, spontaneity Celebration & community self reflection a reaching out beyond yourself"
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2457.HEIC,2,Symbolism,37,35-39,0,F,International,1,Virgin,3,34,Don't know yet Already was More open. We don't have a Strong queer community or opportunity to play where we are. It's been enlightening engaging in workshops & talking to people in the queer & kink wond.
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2455.HEIC,1,Symbolism,33,30-34,0,O,US Other,1,Virgin,1,0,V3
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2461.HEIC,1,Symbolism,41,40+,0,F,International,1,Virgin,3,46,As many times. It has enriched my life through knowing praye magic. through play. through witnessing synchronisity that has been unbelievable To not feel you are being controlled by the system. to be yourself. temple sacred space to hanamaury quiet. but it was heavy chergy & (coulslut
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2461.HEIC,2,Symbolism,40,40+,0,F,Local/West,2,Sophomore,3,22,Nope Yes. Positive experienced with him. Nope. Clear communication & be prepared to give eachother space The Same because I am the same person
2024,2024 Field Notes Images,J1 - Survival,IMG_2556.HEIC,1,Survival,52,40+,0,F,US Other,2,Sophomore,4,17,My bestie Shaker eggs w/ Rune reading on them 14-Dec Prey Keep helping w/ the stufó te Keep losing!
2024,2024 Field Notes Images,J1 - Survival,IMG_2556.HEIC,2,Survival,24,<25,1,F,US Other,1,Virgin,4,15,Liza My best friend. A lot of small ducks 3 days I don't have a lot of water. Cooking
2024,2024 Field Notes Images,J1 - Survival,IMG_2556.HEIC,3,Survival,26,25-29,1,F,Local/West,4,Veteran,4,16,Duot mask Skincare mask Qwecks + For extru water. I feed tons of people as well to repay
2024,2024 Field Notes Images,J1 - Survival,IMG_2556.HEIC,4,Survival,28,25-29,1,NB,Local/West,2,Sophomore,4,3,"H₂O yes, w/partner 5 meals"
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2443.HEIC,1,Symbolism,64,40+,0,M,Local/West,5,Veteran,2,30,"Yes, makes me joyful to share experience with buiners. The actual symbol is only a symbol of a community of people with love and passion to the ethos of the burninganes culture."
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2453.HEIC,1,Symbolism,41,40+,0,M,Local/West,1,Virgin,3,18,"Yes, it gives me hope for humanity The Youniverse For me, it represents the temple of our being"
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2454.HEIC,1,Symbolism,37,35-39,0,F,Local/West,1,Virgin,3,36,immensley - Reninds me that there's good hearted people in the fucked up woel'd - all just trying to swance new beginning suepanded by Unconditional support safe place fore heality all wands that have been buldiy up inside
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2458.HEIC,1,Symbolism,46,40+,0,F,Local/West,1,Virgin,3,6,N/A yes-LNT yes. Let go & Love
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2458.HEIC,2,Symbolism,47,40+,0,M,US Other,,Unknown,3,14,"Yes- Cultural Diversity, and enhances my Spiritual connection with tue Universe Community. Spiritual Release"
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2465.HEIC,1,Symbolism,27,25-29,1,F,Local/West,,Unknown,3,42,Yes - I feel len alone in the outside world - knowing that there is a whole community that feels the jame way about the way in which our society is shuctured & the values thus instilled. Fuck the man. Fuck the system Viva the People Hope
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2464.HEIC,1,Symbolism,59,40+,0,O,Local/West,17,Elder,3,33,"Yes - Culture principles. most of my finds in default world ne Burnes - 10 principles – Immeducy, Sutty - разно live- vadeal expression, radial incusión - Human in a circle Place of Solace, Shared grief, cleansing Commune srising- Sacred space"
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2448.HEIC,1,Symbolism,32,30-34,0,M,US Other,,Unknown,2,2,Freedom Emptiness
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2449.HEIC,1,Symbolism,30,30-34,0,M,Local/West,7,Veteran,3,23,"I believe it does, its a nice Break From the real world. Oreness and freedom. I appreciate what it stands par, But I am not a symbolic Person."
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2449.HEIC,2,Symbolism,55,40+,0,F,US Other,,Unknown,3,35,"ABSOWTY-HMAN CONNECTION, ART & SURVIVA ITS A KEMINDER TO REMEMBER WE ARE ALL HUMAN AND WE ALL MUST SURVIVE ON OUR OWN Skills. ITS ORAMO TO TAKO A MOMono TO HONOR & REMEMBER THOSE WHA EXITED THIS MATRIX."
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2445.HEIC,1,Symbolism,34,30-34,0,F,Local/West,1,Virgin,3,15,Intentional about practicing Creativeness ? Place to reflect your heart. Tell the story to beautiful strangers
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2445.HEIC,2,Symbolism,33,30-34,0,F,Local/West,4,Veteran,3,15,"Yes! Builds my community + inspires my crectivity. Reignights the fire within! Barriers & Burcureaky, Healing & release"
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2445.HEIC,3,Symbolism,35,35-39,0,F,Local/West,3,Sophomore,3,32,"um... yeah! Connects me to what matters most Strength, conviction, resilience This temple is my peace, my grief, my deepest connection to the people around me. I feel their sadness like my own."
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2468.HEIC,1,Symbolism,51,40+,0,O,US Other,,Unknown,3,30,"You're goddamn right it does!!! (a.) Letting go of all that no longer serves. (a) Lots of poor trees. Other than Nature itself jit is the only church I've ever ""believed in"""
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2468.HEIC,2,Symbolism,35,35-39,0,O,US Other,1,Virgin,3,49,It gives me a sanctuary from normal world problems and allows me to act out the child in me together with others. That gives me a joy that I hope I can bring back with me. A victorious symbol Arms raised high to show how we defeat the elements and grow Respite and respect
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2452.HEIC,1,Symbolism,,Unknown,,U,Unknown,,Unknown,0,0,
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2444.HEIC,1,Symbolism,36,35-39,0,M,US Other,1,Virgin,3,13,"Gifting, Expresion, Humanity, Play Car pooling lane on califorin highway Becusty is transient"
2024,2024 Field Notes Images,B1 - Symbolism,IMG_2444.HEIC,2,Symbolism,46,40+,0,F,Local/West,8,Veteran,1,32,"I wrote a Linted in arhck all about this (Pamela Olean) - then is no pran stor monu expenene lite this in ohur it helped me got sobe, call my rape a rape & grieve my dad"
2024,2024 Field Notes Images,A1 - Transformation,IMG_3145.HEIC,1,Transformation,37,35-39,0,F,Local/West,8,Veteran,5,21,"in 2018 when I brought my kids, & 2019 when my husband was w/me I hoped both this time, 2024, Hell yes! Best Burn Im still me,"
2024,2024 Field Notes Images,A1 - Transformation,IMG_3124.HEIC,1,Transformation,33,30-34,0,M,US Other,,Unknown,5,13,"[Illegible] [Illegible] [Illegible] NO, I FEEL I STILL RELATE THE SAME WAY CLIMATE, VOLUMEE PEOPLE"
2024,2024 Field Notes Images,A1 - Transformation,IMG_3149.HEIC,1,Transformation,27,25-29,1,F,Local/West,,Unknown,5,66,"It validated and gave me much needed confirmation that the world is not full of selfish, greedy people. I showed me that an alternative world is possible. Yes - I've been told it's transcendental Both - sudden & full of spectacle but the effects are felt gradually and triggered staring Yes - I've become more trusting of people The people, Community, rigorous adherence to the principles by all those who attend."
2024,2024 Field Notes Images,A1 - Transformation,IMG_3129.HEIC,1,Transformation,47,40+,0,F,US Other,1,Virgin,5,10,"Yes, learn new success Maybe I don't know yes Absolutely Community"
2024,2024 Field Notes Images,A1 - Transformation,IMG_3134.HEIC,1,Transformation,39,35-39,0,M,International,1,Virgin,5,15,MORE CHANGING FOCUS THAN CHANGING ME SOMEWHAT Both MORE IN THE MOMENT BROADENDING OF PERSPECTIVE
2024,2024 Field Notes Images,A1 - Transformation,IMG_3133.HEIC,1,Transformation,35,35-39,0,M,Local/West,2,Sophomore,4,45,"Burning man provided me with, and a vane to fully express my weird self. thank you. No, I was in not fully comprehend What this was and the amazing community had to offer Both. It helped an approach of new relationships with more open arms & emotional availability"
2024,2024 Field Notes Images,A1 - Transformation,IMG_3133.HEIC,2,Transformation,,Unknown,,M,US Other,1,Virgin,5,4,NOT Sure No N/A No N/A
2024,2024 Field Notes Images,A1 - Transformation,IMG_3125.HEIC,1,Transformation,31,30-34,0,M,International,1,Virgin,5,39,"YES, learned about building and manual skills, furthermore, survival skills in the desert :) #NAME? gradual, as I var building with My campmates #NAME? Meeting new people that are expalinced borners, and building with Enemy getting hottured by their tribal knowledge"
2024,2024 Field Notes Images,A1 - Transformation,IMG_3125.HEIC,2,Transformation,36,35-39,0,F,Local/West,2,Sophomore,5,42,"YES+ NO- IT CREATED AN OPPORTUNITY TO TEST MY WILLINGNESS/ ABILITY to EXPRESS MYSELF, BUT I WOLON'T CALL IT TRANSEGR MATIVE I EXPECTED SOME SHIFT, IF ONLY BECAUSE OF THE PHENCAR ENVIRONMENT GRADUAL NO, I FEER I STILL RELATE THE SAME WAY CLIMATE, VOLUME OF PEOPLE"
2024,2024 Field Notes Images,A1 - Transformation,IMG_3143.HEIC,1,Transformation,29,25-29,1,M,US Other,3,Sophomore,1,3,TASTE the COLORS!
2024,2024 Field Notes Images,A1 - Transformation,IMG_3122.HEIC,1,Transformation,40,40+,0,F,Local/West,6,Veteran,4,20,"So fast at first, then slow, but continuous Yes but not in the way it happened see #5 Yes less judgment"
2024,2024 Field Notes Images,A1 - Transformation,IMG_3122.HEIC,2,Transformation,52,40+,0,M,US Other,7,Veteran,5,43,"Learning new skills (DJ is) Not really. gradual, started volunteering at Apogeeo, CO. want to the GIC. learned about more Business Related Topics. The consent of Artost tunnel vision, learn to more understanding. Opportunitys offered by Particuper in the event, wore growth pronciny."
2024,2024 Field Notes Images,A1 - Transformation,IMG_3139.HEIC,1,Transformation,53,40+,0,M,US Other,21,Elder,5,28,"Yes - gave me comunity, a wife, a second wife, a creative ontlet, a censted place to return Eveything cam cause change Both Yes - more open and Confident Seeing other ways of Loring."
2024,2024 Field Notes Images,A1 - Transformation,IMG_3142.HEIC,1,Transformation,29,25-29,1,O,US Other,,Unknown,3,5,3-6 burns Nevada Let it burn
2024,2024 Field Notes Images,A1 - Transformation,IMG_3142.HEIC,2,Transformation,32,30-34,0,M,Local/West,1,Virgin,2,11,It just opened me more. Not sure but I would be crazy!
2024,2024 Field Notes Images,A1 - Transformation,IMG_3135.HEIC,1,Transformation,42,40+,0,M,Local/West,4,Veteran,5,62,"Yes! Since my first burn in 2019 I've been in a journey of Liberation and Self discovery - I'm a totally different person now, happier and more open minded and authentic No Gradual, over the past 5 years but with a big leap after each year Yes, I'm now more focused on building Communities the principle of Radical Self Expression plus the opportunity to try new sexual experiences"
2024,2024 Field Notes Images,A1 - Transformation,IMG_3138.HEIC,1,Transformation,59,40+,0,F,Local/West,17,Elder,5,76,"Yes - over time. First time was 1999. Over the next decade - became me open, creative, more generous- more focused on immediate pleasure, me open sexually, me open to psychedelics No - not why I first came in 1999 Graduate - over time as I met to more Burrs - by Burrs & regards & also became friends with one Rn - Buines following to 16 people Yes more open, generous - more focused in immediacy - less more patient The value of community, committed efforts, principles in building community."
2024,2024 Field Notes Images,A1 - Transformation,IMG_3138.HEIC,2,Transformation,23,<25,1,NB,US Other,2,Sophomore,5,19,I wish the world didnt revolve around capitalism I dont have any expectations. maybe gradual No Yes - more open and confident
2024,2024 Field Notes Images,A1 - Transformation,IMG_3138.HEIC,3,Transformation,,Unknown,,O,Local/West,,Unknown,1,14,Seeing other ways of being - Being Now is an experience in a form of community -
2024,2024 Field Notes Images,A1 - Transformation,IMG_3136.HEIC,1,Transformation,31,30-34,0,F,Local/West,3,Sophomore,4,30,IF REMINDS me to play & Be Sily Yes. I HAD No expectatious BUT kwew It was Nothing Like Anything I've experienced Both yes. ic easier to Relate to enery/Ary-ove
2024,2024 Field Notes Images,A1 - Transformation,IMG_3123.HEIC,1,Transformation,24,<25,1,M,Local/West,1,Virgin,5,19,"I think so, not sure exactly how I didn't think too hard about it Gradnal More Frendly, less four Every thing"
2024,2024 Field Notes Images,A1 - Transformation,IMG_3123.HEIC,2,Transformation,65,40+,0,M,Local/West,10,Elder,5,29,"Remibed me there is more to Ife than making money Nope. I thought myself enlightened Sudden. like lightning Nat really the people, the conversations, lifu will never be the sumi"
2024,2024 Field Notes Images,A1 - Transformation,IMG_3120.HEIC,1,Transformation,42,40+,0,M,Local/West,2,Sophomore,4,10,"FRUSTRATION, JOY, CONNECTION SADNESS DEAD BABY JOKE DEATH, LOSS ART"
2024,2024 Field Notes Images,A1 - Transformation,IMG_3120.HEIC,2,Transformation,24,<25,1,M,Local/West,1,Virgin,2,6,I Have yet to see! First Burn! N/A
2024,2024 Field Notes Images,A1 - Transformation,IMG_3119.HEIC,1,Transformation,47,40+,0,F,Local/West,2,Sophomore,4,34,"Yes. Sudden + gradual - Sudden event triggered past experience gradually integrating on some level yes Yes! more tolerance, acceptance and patience The principles & the constant reminder that there are many ways to walk this earth."
2024,2024 Field Notes Images,A1 - Transformation,IMG_3119.HEIC,2,Transformation,64,40+,0,M,US Other,5,Veteran,5,39,"Yes. 1988, talke from the event the principles, Practice in day to - day Yes gradual change, lousning to practice principles daily. not really, I've always been a changed any perspection poliser that ther are many who share_my experience and feelings"
2024,2024 Field Notes Images,A1 - Transformation,IMG_3121.HEIC,1,Transformation,36,35-39,0,M,Local/West,1,Virgin,5,7,Just got here Yes - People I meet N/A N/A NYA
2024,2024 Field Notes Images,A1 - Transformation,IMG_3140.HEIC,1,Transformation,35,35-39,0,F,Local/West,6,Veteran,5,20,Yes. Presence. Yes. Because how could you not? Both. Yes. More openness and acceptance of others as they come. Community.
2024,2024 Field Notes Images,A1 - Transformation,IMG_3141.HEIC,1,Transformation,62,40+,0,M,Local/West,5,Veteran,5,50,"Yes, Explore new Woundaries, More comfortdade of diversith, alt lifestyle, Yes. But I didn't expect it to be extreme, mild expanding Sudden and gradual. Acid trips opon my eyes to a Child like ane. Gradual- through may individcal coversctiones interactions Yes. Much more expbring, acceptins, The norms-people are open non-judging."
2024,2024 Field Notes Images,A1 - Transformation,IMG_3151.HEIC,1,Transformation,49,40+,0,M,Local/West,1,Virgin,3,3,No No NO
2024,2024 Field Notes Images,A1 - Transformation,IMG_3151.HEIC,2,Transformation,29,25-29,1,F,US Other,4,Veteran,5,64,"my booty and fanny pack old chickens wings 16 tops they feed me, rescue me, bring me ducks and nice things with motorized vehicles and squishy fluffy toys. I have been changed in ways So subtle yet starkingly drastic. moulded like fire iron by the dust and wind and souls of the loved ones that surround me. I am not so much Changed as I am reli eved."
2024,2024 Field Notes Images,A1 - Transformation,IMG_3126.HEIC,1,Transformation,28,25-29,1,F,Local/West,1,Virgin,5,6,Yes. Yes. Bath Yes. Community ♡ Home.
2024,2024 Field Notes Images,A1 - Transformation,IMG_3147.HEIC,1,Transformation,54,40+,0,M,Local/West,1,Virgin,5,65,"It changed me. It has awakened a desire in me to create physical art structures. I now wish to build things with my hands. I also wish to be part of a larger like-minded community I expected some kind of transformation, I wasn't sure what it would be. Both I believe it will continue to change me & integrate into the real world I no longer feel as much division art, community/ camps"
2024,2024 Field Notes Images,A1 - Transformation,IMG_3150.HEIC,1,Transformation,,Unknown,,O,Local/West,,Unknown,0,0,
